Month,Concession,Type,ATC1,ATC1_desc,ATC2,ATC2_desc,Scripts,Cost
1998 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,68,473.32
1998 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,184,1366.6599999999999
1998 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,531,3615.86
1998 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1211,8542.75
1998 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2132,14937.18
1998 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3512,25239.71
1998 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,4741,33505.97
1998 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,6667,46991.48
1998 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,11079,78718.98
1999 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,14250,101140.79
1999 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1132,7988.49
1999 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,80,571.47
1999 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,52,360.63
1999 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,171,1239.6599999999999
1999 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,459,3237.52
1999 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1056,7284.09
1999 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2042,14423.91
1999 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3078,22135.22
1999 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,4361,31066.12
1999 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,6145,43231.96
1999 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,9320,66217.67000000001
2000 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,13204,94228.75
2000 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1072,7637.59
2000 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,74,494.28999999999996
2000 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,53,357.28
2000 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,178,1139.99
2000 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,514,3620.34
2000 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1303,9152.25
2000 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2354,16435.43
2000 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3136,22220.64
2000 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,5156,36021.689999999995
2000 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,6555,46662.28
2000 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,9184,65422.97
2001 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,13442,95645.54
2001 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,638,4463.39
2001 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,81,580.24
2001 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,73,495.96
2001 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,281,2045.24
2001 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,610,4460.79
2001 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1491,10726.720000000001
2001 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2755,19767.27
2001 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3519,26070.06
2001 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,5606,41030.06
2001 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,7641,56438.350000000006
2001 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,9515,70446.27
2002 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,14011,103425.07
2002 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,461,3413.02
2002 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,38,257.37
2002 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,75,621.12
2002 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,298,2062.54
2002 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,737,5175.84
2002 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1846,13124.740000000002
2002 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2808,19866.960000000003
2002 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,4280,30604.649999999998
2002 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,5901,42087.6
2002 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,7398,52800.17
2002 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,10972,79101.64
2003 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,14088,101782.27
2003 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,488,3422.74
2003 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,51,332.67
2003 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,72,538.37
2003 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,290,2052.09
2003 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,815,5583.26
2003 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1771,12523.140000000001
2003 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2787,19480.760000000002
2003 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,4060,28516.86
2003 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,6281,44276.09
2003 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,7507,52966.87
2003 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,11209,79659.92
2004 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,14936,106071.95999999999
2004 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,859,6259.33
2004 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,83,524.56
2004 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,115,754.38
2004 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,411,3082.75
2004 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,969,7110.6500000000005
2004 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2055,15466.240000000002
2004 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3451,26046.29
2004 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,5022,36503
2004 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,6881,50384
2004 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,9158,66922
2004 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,11950,87234
2005 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,16480,120272
2005 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,859,6371
2005 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,118,779
2005 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,72,460
2005 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,309,1946
2005 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,892,6044
2005 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1893,12309
2005 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3303,21734
2005 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,5004,32700
2005 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,6273,41953
2005 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,9036,60195
2005 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,11700,78950
2006 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,16953,115913
2006 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,645,4699
2006 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,90,566
2006 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,61,332
2006 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,277,1745
2006 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,686,4842
2006 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1522,10480
2006 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2861,20037
2006 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3909,26308
2006 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,6272,42607
2006 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,7856,52848
2006 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,10028,67774
2007 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,15223,103067
2007 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,651,4331
2007 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,141,1259
2007 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,55,284
2007 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,231,1547
2007 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,674,4199
2007 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1485,9649
2007 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2924,21055.440000000002
2007 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,4103,28551.84
2007 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,5735,40711.840000000004
2007 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,7806,54480.46
2007 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,9944,69546
2008 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,14443,99704
2008 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1721,11969
2008 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,122,801
2008 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,68,493
2008 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,191,1265
2008 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,413,2735
1991 Jul,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,0,0
1991 Aug,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,3,457
1991 Sep,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,2,361
1991 Oct,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,8,1013
1991 Nov,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,11,1065
1991 Dec,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,20,2144
1992 Jan,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,48,4728
1992 Feb,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,3,471
1992 Mar,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,0,0
1992 Apr,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,1,47
1992 May,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,1,95
1992 Jun,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,3,284
1992 Jul,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,4,378.47999999999996
1992 Aug,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,9,856.7800000000001
1992 Sep,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,20,2009.79
1992 Oct,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,34,3524.01
1992 Nov,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,21,2190.54
1992 Dec,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,49,4796.83
1993 Jan,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,73,7193.46
1993 Feb,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,13,1250.08
1993 Mar,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,1,97.36
1993 Apr,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,0,0
1993 May,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,5,494.6
1993 Jun,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,4,689.1700000000001
1993 Jul,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,13,1391.6499999999999
1993 Aug,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,21,2395.3500000000004
1993 Sep,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,24,2398.92
1993 Oct,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,27,2905.86
1993 Nov,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,35,3663.46
1993 Dec,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,48,5059.14
1994 Jan,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,83,9246.89
1994 Feb,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,10,1010.05
1994 Mar,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,0,0
1994 Apr,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,1,101.03
1994 May,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,0,0
1994 Jun,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,7,707.21
1994 Jul,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,5,505.3
1994 Aug,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,16,1818.48
1994 Sep,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,29,3133.82
1994 Oct,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,27,2837.04
1994 Nov,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,33,3616.2799999999997
1994 Dec,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,43,4687.26
1995 Jan,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,42,4475.52
1995 Feb,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,3,319.68
1995 Mar,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,0,0
1995 Apr,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,3,319.91999999999996
1995 May,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,4,441.8
1995 Jun,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,4,441.8
1995 Jul,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,17,1878.07
1995 Aug,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,15,1768.8899999999999
1995 Sep,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,18,1991.8799999999999
1995 Oct,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,30,3428.79
1995 Nov,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,27,3212.8
1995 Dec,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,31,3691.84
1996 Jan,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,47,5596.59
1996 Feb,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,5,560.3
1996 Mar,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,0,0
1996 Apr,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,0,0
1996 May,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,2,223.92000000000002
1996 Jun,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,8,895.6800000000001
1996 Jul,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,6,671.8399999999999
1996 Aug,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,2,334.35
1996 Sep,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,21,2319.52
1996 Oct,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,37,3961.61
1996 Nov,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,38,3938.92
1996 Dec,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,70,7622.87
1997 Jan,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,106,11630.98
1997 Feb,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,6,752.63
1997 Mar,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,0,0
1997 Apr,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,8,542.12
1997 May,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,25,2182.3500000000004
1997 Jun,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,67,6873.44
1997 Jul,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,172,14089.65
1997 Aug,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,258,25326.47
1997 Sep,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,424,37763.39
1997 Oct,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,622,58683.98
1997 Nov,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,759,63975.25
1997 Dec,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,1255,105583.31
1998 Jan,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,1271,108235.83
1998 Feb,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,105,8225.99
1998 Mar,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,6,969.8399999999999
1998 Apr,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,15,1278.4
1998 May,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,39,2880.16
1998 Jun,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,164,13619.75
1998 Jul,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,289,24115.55
1998 Aug,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,431,36491.810000000005
1998 Sep,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,746,55537.89
1998 Oct,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,925,67477.06
1998 Nov,General,Safety net,M,Musculo-skeletal system,M05,DRUGS FOR TREATMENT OF BONE DISEASES,1242,91725.31
