"","Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"60121",1993 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",6,61.87
"60122",1993 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",13,130.82
"60123",1993 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",17,182.29
"60124",1993 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",25,160.37
"60125",1993 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",19,120.57
"60126",1993 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",61,448.09
"60127",1994 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",47,336.08
"60128",1994 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",10,69.01
"60129",1994 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",2,12.99
"60130",1994 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60131",1994 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60132",1994 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",1,12.64
"60133",1994 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",7,43.85
"60134",1994 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",13,139.99
"60135",1994 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",29,229.11
"60136",1994 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",25,236.31
"60137",1994 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",29,178.35
"60138",1994 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",29,248.47
"60139",1995 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",35,194.62
"60140",1995 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60141",1995 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60142",1995 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60143",1995 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",5,76.63
"60144",1995 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",10,49.18
"60145",1995 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",9,51.34
"60146",1995 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",21,137.17
"60147",1995 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",33,270.52
"60148",1995 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",32,299.21
"60149",1995 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",32,226.73
"60150",1995 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",30,170.19
"60151",1996 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",51,461.47
"60152",1996 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",12,80.83
"60153",1996 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60154",1996 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",5,44.2
"60155",1996 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",4,35.36
"60156",1996 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",1,4.95
"60157",1996 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",3,16.43
"60158",1996 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",4,21.44
"60159",1996 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",14,114.05
"60160",1996 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",25,204.15
"60161",1996 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",20,138.47
"60162",1996 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",27,239.95
"60163",1997 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",29,214.21
"60164",1997 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",3,18.98
"60165",1997 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60166",1997 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60167",1997 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",2,16.72
"60168",1997 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",6,46.36
"60169",1997 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",7,149
"60170",1997 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",8,162.1
"60171",1997 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",13,148.17
"60172",1997 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",21,233
"60173",1997 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",21,254.22
"60174",1997 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",36,380.1
"60175",1998 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",28,228.45
"60176",1998 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",8,54.93
"60177",1998 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",2,9.46
"60178",1998 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",3,21.55
"60179",1998 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",5,97.12
"60180",1998 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",4,81.92
"60181",1998 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",8,63.6
"60182",1998 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",5,34.69
"60183",1998 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",11,64.99
"60184",1998 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",21,221.66
"60185",1998 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",16,201.72
"60186",1998 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",19,205.88
"60187",1999 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",27,179.13
"60188",1999 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",2,10.16
"60189",1999 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60190",1999 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60191",1999 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",12,105.82
"60192",1999 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",12,100.92
"60193",1999 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",10,64.12
"60194",1999 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",12,85.09
"60195",1999 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",24,344.99
"60196",1999 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",32,464.57
"60197",1999 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",49,483.31
"60198",1999 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",68,579.66
"60199",2000 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",39,313.77
"60200",2000 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",1,4.91
"60201",2000 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",5,32.97
"60202",2000 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",5,48.22
"60203",2000 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",2,13.17
"60204",2000 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",11,95.85
"60205",2000 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",22,195.44
"60206",2000 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",21,181.87
"60207",2000 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",28,191.51
"60208",2000 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",54,471.89
"60209",2000 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",55,620.35
"60210",2000 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",53,449.52
"60211",2001 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",46,333.44
"60212",2001 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",1,5.21
"60213",2001 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",2,16.58
"60214",2001 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",7,53.98
"60215",2001 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",14,131.63
"60216",2001 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",14,108.5
"60217",2001 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",30,320.81
"60218",2001 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",42,421.26
"60219",2001 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",46,389.79
"60220",2001 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",39,335.41
"60221",2001 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",39,370.79
"60222",2001 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",49,437.33
"60223",2002 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",40,399.95
"60224",2002 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",7,91.33
"60225",2002 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",1,8.17
"60226",2002 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",17,150.53
"60227",2002 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",19,160.72
"60228",2002 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",15,186.58
"60229",2002 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",20,168.98
"60230",2002 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",20,191.92
"60231",2002 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",37,308.76
"60232",2002 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",60,553.43
"60233",2002 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",46,611.64
"60234",2002 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",49,468.55
"60235",2003 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",40,303.08
"60236",2003 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",7,40.7
"60237",2003 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",1,7.97
"60238",2003 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",7,55.79
"60239",2003 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",10,103.5
"60240",2003 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",4,47.6
"60241",2003 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",6,43.08
"60242",2003 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",19,242.48
"60243",2003 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",14,135.43
"60244",2003 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",35,343.56
"60245",2003 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",41,301.87
"60246",2003 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",36,294.56
"60247",2004 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",41,633.97
"60248",2004 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",6,76.1
"60249",2004 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",1,19.79
"60250",2004 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",2,13.45
"60251",2004 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",9,68.82
"60252",2004 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",15,109.62
"60253",2004 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",21,256.88
"60254",2004 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",32,367.58
"60255",2004 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",28,284
"60256",2004 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",21,145
"60257",2004 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",35,317
"60258",2004 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",44,330
"60259",2005 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",28,206
"60260",2005 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",3,23
"60261",2005 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",2,14
"60262",2005 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",2,14
"60263",2005 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",5,43
"60264",2005 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",8,354
"60265",2005 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",36,1008
"60266",2005 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",23,593
"60267",2005 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",29,821
"60268",2005 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",49,1341
"60269",2005 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",43,1498
"60270",2005 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",53,2056
"60271",2006 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",69,3157
"60272",2006 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",7,48
"60273",2006 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60274",2006 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",5,34
"60275",2006 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",10,236
"60276",2006 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",19,356
"60277",2006 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",12,329
"60278",2006 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",16,1089
"60279",2006 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",24,763
"60280",2006 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",42,2009
"60281",2006 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",52,2079
"60282",2006 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",68,2122
"60283",2007 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",70,3182
"60284",2007 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",4,318
"60285",2007 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",3,21
"60286",2007 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",2,113
"60287",2007 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",4,115
